 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,label
444.0,119995180.0,1819.0,1817.0,489184.0,10902.0,1271.0,6.0,268.9301814,265.6506388,6.0,6.0,6.0,0.0,4167.55073,30.3012171,33011.05365,583232.1056,33200000.0,3.0,120000000.0,66003.94939,824243.9552,33300000.0,91.0,120000000.0,66067.39537,823984.1491,33200000.0,476.0,0.0,0.0,0.0,0.0,36380.0,36340.0,15.15894222,15.14227488,6.0,1271.0,137.5012373,229.2879261,52572.95304,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,137.5390539,268.9301814,6.0,36380.0,0.0,0.0,0.0,0.0,0.0,0.0,1819.0,489184.0,1817.0,10902.0,3294.0,3294.0,1818.0,20.0,5863632.333,4482321.645,9355307.0,809115.0,14700000.0,16100000.0,33200000.0,5108213.0,3
80.0,3974797.0,5.0,0.0,30.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,7.547555259,1.257925876,993699.25,1986711.833,3973767.0,321.0,3974797.0,993699.25,1986711.833,3973767.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.257925876,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.2,6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
444.0,2030.0,2.0,0.0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,5911.330049,985.2216749,2030.0,0.0,2030.0,2030.0,2030.0,2030.0,0.0,2030.0,2030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,985.2216749,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,255.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
1021.0,25.0,1.0,1.0,2.0,6.0,2.0,2.0,2.0,0.0,6.0,6.0,6.0,0.0,320000.0,80000.0,25.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,20.0,40000.0,40000.0,2.0,6.0,3.333333333,2.309401077,5.333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
5080.0,71.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,84507.04225,28169.01408,71.0,0.0,71.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,14084.50704,14084.50704,0.0,6.0,2.0,3.464101615,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
80.0,6897840.0,4.0,0.0,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,3.479350057,0.579891676,2299280.0,3982466.317,6897836.0,1.0,6897840.0,2299280.0,3982466.317,6897836.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.579891676,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.5,6.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,20.0,4.0,0.0,4.0,4.0,6897836.0,0.0,6897836.0,6897836.0,2
8080.0,999865.0,3.0,3.0,0.0,18.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,18.00243033,6.000810109,199973.0,272985.9921,499427.0,593.0,999252.0,499626.0,557.2001436,500020.0,499232.0,999234.0,499617.0,598.2123369,500040.0,499194.0,0.0,0.0,0.0,0.0,92.0,60.0,3.000405055,3.000405055,0.0,6.0,2.571428571,3.207134903,10.28571429,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,18.0,8192.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53.0,156.0,2.0,2.0,70.0,102.0,35.0,35.0,35.0,0.0,51.0,51.0,51.0,0.0,1102564.103,25641.02564,52.0,50.11985634,104.0,4.0,4.0,4.0,0.0,4.0,4.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,40.0,40.0,12820.51282,12820.51282,35.0,51.0,41.4,8.76356092,76.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51.75,35.0,51.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,70.0,2.0,102.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9917.0,27.0,1.0,1.0,2.0,6.0,2.0,2.0,2.0,0.0,6.0,6.0,6.0,0.0,296296.2963,74074.07407,27.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,20.0,37037.03704,37037.03704,2.0,6.0,3.333333333,2.309401077,5.333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
53.0,157685.0,4.0,2.0,140.0,182.0,35.0,35.0,35.0,0.0,91.0,91.0,91.0,0.0,2042.045851,38.05054381,31537.0,54535.39575,125965.0,3.0,31671.0,10557.0,18273.13646,31657.0,3.0,49.0,49.0,0.0,49.0,49.0,0.0,0.0,0.0,0.0,80.0,40.0,25.3670292,12.6835146,35.0,91.0,51.0,27.32520204,746.6666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.5,35.0,91.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,140.0,2.0,182.0,-1.0,-1.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3047.0,19.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,631578.9474,105263.1579,19.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,52631.57895,52631.57895,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,6.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,6.0,237.0,16393.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53.0,114137.0,1.0,1.0,48.0,145.0,48.0,48.0,48.0,0.0,145.0,145.0,145.0,0.0,1690.950349,17.52280155,114137.0,0.0,114137.0,114137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,8.761400773,8.761400773,48.0,145.0,80.33333333,56.00297611,3136.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,120.5,48.0,145.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0,1.0,145.0,-1.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
80.0,71729809.0,8.0,4.0,56.0,11601.0,20.0,0.0,7.0,5.656854249,8760.0,0.0,2900.25,4128.319301,162.5126313,0.167294465,6520891.727,20000000.0,66700000.0,2.0,71700000.0,10200000.0,25000000.0,66700000.0,2.0,49554.0,16518.0,17559.86777,35092.0,188.0,0.0,0.0,0.0,0.0,172.0,92.0,0.111529643,0.055764822,0.0,8760.0,897.1538462,2488.507044,6192667.308,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,971.9166667,7.0,2900.25,172.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,56.0,4.0,11601.0,256.0,229.0,6.0,20.0,4948953.0,0.0,4948953.0,4948953.0,66700000.0,0.0,66700000.0,66700000.0,2
444.0,24006815.0,35.0,35.0,13418.0,210.0,1460.0,6.0,383.3714286,499.5694079,6.0,6.0,6.0,0.0,567.6721381,2.91583869,347924.8551,2264259.724,18500000.0,0.0,24000000.0,706071.1176,3210073.627,18500000.0,3.0,24000000.0,706060.5588,3210093.825,18500000.0,0.0,1.0,0.0,0.0,0.0,700.0,700.0,1.457919345,1.457919345,6.0,1460.0,192.4507042,396.4548898,157176.4797,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,195.2,383.3714286,6.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,13418.0,35.0,210.0,255.0,1428.0,34.0,20.0,4963369.0,0.0,4963369.0,4963369.0,18500000.0,0.0,18500000.0,18500000.0,3
53.0,61053.0,1.0,1.0,53.0,192.0,53.0,53.0,53.0,0.0,192.0,192.0,192.0,0.0,4012.906819,32.75842301,61053.0,0.0,61053.0,61053.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,40.0,16.3792115,16.3792115,53.0,192.0,99.33333333,80.25168742,6440.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,149.0,53.0,192.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.0,1.0,192.0,-1.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8080.0,996614.0,3.0,3.0,0.0,18.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,18.06115507,6.020385024,199322.8,272358.5884,498761.0,410.0,996172.0,498086.0,1535.835929,499172.0,497000.0,996204.0,498102.0,1557.049132,499203.0,497001.0,0.0,0.0,0.0,0.0,92.0,60.0,3.010192512,3.010192512,0.0,6.0,2.571428571,3.207134903,10.28571429,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,18.0,8192.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53.0,140688.0,1.0,1.0,48.0,78.0,48.0,48.0,48.0,0.0,78.0,78.0,78.0,0.0,895.5987718,14.21585352,140688.0,0.0,140688.0,140688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,7.10792676,7.10792676,48.0,78.0,58.0,17.32050808,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,87.0,48.0,78.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0,1.0,78.0,-1.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
52181.0,34.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,352941.1765,58823.52941,34.0,0.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,29411.76471,29411.76471,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,6.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,6.0,237.0,256.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53.0,197.0,2.0,2.0,80.0,112.0,40.0,40.0,40.0,0.0,56.0,56.0,56.0,0.0,974619.2893,20304.56853,65.66666667,73.11862508,146.0,3.0,3.0,3.0,0.0,3.0,3.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,40.0,40.0,10152.28426,10152.28426,40.0,56.0,46.4,8.76356092,76.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,58.0,40.0,56.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,80.0,2.0,112.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
80.0,178017.0,5.0,0.0,30.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,168.5232309,28.08720515,44504.25,86354.90319,174023.0,4.0,178017.0,44504.25,86354.90319,174023.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,28.08720515,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.2,6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
50300.0,43.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,139534.8837,46511.62791,43.0,0.0,43.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,23255.81395,23255.81395,0.0,6.0,2.0,3.464101615,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
4282.0,61.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,196721.3115,32786.88525,61.0,0.0,61.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,16393.44262,16393.44262,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,6.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,6.0,237.0,256.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1058.0,43.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,139534.8837,46511.62791,43.0,0.0,43.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,23255.81395,23255.81395,0.0,6.0,2.0,3.464101615,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
444.0,100460141.0,26.0,26.0,5776.0,156.0,1002.0,6.0,222.1538462,304.5652235,6.0,6.0,6.0,0.0,59.04829459,0.517618226,1969806.686,8655557.349,54800000.0,36.0,100000000.0,4018386.92,12100000.0,54800000.0,463.0,100000000.0,4018391.52,12100000.0,54800000.0,528.0,1.0,0.0,0.0,0.0,520.0,520.0,0.258809113,0.258809113,6.0,1002.0,112.6037736,237.4695397,56391.78229,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,114.7692308,222.1538462,6.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,5776.0,26.0,156.0,255.0,880.0,25.0,20.0,568411.6667,5121.989587,574107.0,564183.0,32700000.0,19100000.0,54800000.0,21400000.0,3
80.0,6019838.0,5.0,0.0,30.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,4.983522812,0.830587135,1504959.5,3009248.37,6018832.0,1.0,6019838.0,1504959.5,3009248.37,6018832.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.830587135,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.2,6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,20.0,1006.0,0.0,1006.0,1006.0,6018832.0,0.0,6018832.0,6018832.0,2
2602.0,44.0,1.0,1.0,2.0,6.0,2.0,2.0,2.0,0.0,6.0,6.0,6.0,0.0,181818.1818,45454.54545,44.0,0.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,20.0,22727.27273,22727.27273,2.0,6.0,3.333333333,2.309401077,5.333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
705.0,38.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,157894.7368,52631.57895,38.0,0.0,38.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,26315.78947,26315.78947,0.0,6.0,2.0,3.464101615,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
443.0,117881561.0,13.0,12.0,654.0,5280.0,199.0,0.0,50.30769231,67.72294615,1460.0,0.0,440.0,629.6815934,50.33866153,0.212077273,4911731.708,16600000.0,58900000.0,3.0,118000000.0,9823463.417,22900000.0,58900000.0,131.0,118000000.0,10700000.0,23800000.0,59000000.0,3.0,0.0,0.0,0.0,0.0,272.0,252.0,0.110280182,0.101797091,0.0,1460.0,228.2307692,465.5450404,216732.1846,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,237.36,50.30769231,440.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,654.0,12.0,5280.0,8192.0,123.0,12.0,20.0,127159.5,64710.87708,172917.0,81402.0,58800000.0,217753.5333,58900000.0,58600000.0,0
444.0,99891716.0,15.0,15.0,5065.0,90.0,1460.0,6.0,337.6666667,457.9431759,6.0,6.0,6.0,0.0,51.60588091,0.300325204,3444541.931,18300000.0,98800000.0,3.0,99900000.0,7135098.643,26400000.0,98800000.0,4.0,99900000.0,7135085.857,26400000.0,98800000.0,3.0,1.0,0.0,0.0,0.0,300.0,300.0,0.150162602,0.150162602,6.0,1460.0,168.2258065,354.64026,125769.714,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,173.8333333,337.6666667,6.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5065.0,15.0,90.0,255.0,1452.0,14.0,20.0,569902.0,0.0,569902.0,569902.0,98800000.0,0.0,98800000.0,98800000.0,3
311.0,56.0,1.0,1.0,2.0,6.0,2.0,2.0,2.0,0.0,6.0,6.0,6.0,0.0,142857.1429,35714.28571,56.0,0.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,20.0,17857.14286,17857.14286,2.0,6.0,3.333333333,2.309401077,5.333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
8080.0,84425.0,4.0,3.0,207.0,134.0,195.0,0.0,51.75,95.54187564,128.0,0.0,44.66666667,72.23111056,4039.087948,82.91382884,14070.83333,33392.86087,82230.0,13.0,84425.0,28141.66667,48161.04787,83752.0,13.0,82891.0,41445.5,57677.99303,82230.0,661.0,0.0,0.0,0.0,0.0,92.0,72.0,47.37933077,35.53449808,0.0,195.0,42.625,75.57576615,5711.696429,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48.71428571,51.75,44.66666667,92.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,207.0,3.0,134.0,8192.0,237.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
80.0,97849214.0,7.0,6.0,50.0,11601.0,20.0,0.0,7.142857143,6.094494002,5840.0,0.0,1933.5,2189.772933,119.0709616,0.13285748,8154101.167,28000000.0,96900000.0,0.0,97200000.0,16200000.0,39500000.0,96900000.0,0.0,699712.0,139942.4,298482.2329,673509.0,46.0,0.0,0.0,0.0,0.0,152.0,132.0,0.071538643,0.061318837,0.0,5840.0,832.6428571,1680.214254,2823119.94,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,896.6923077,7.142857143,1933.5,152.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,50.0,6.0,11601.0,256.0,229.0,5.0,20.0,226055.0,0.0,226055.0,226055.0,96900000.0,0.0,96900000.0,96900000.0,2
444.0,101039258.0,26.0,26.0,5810.0,156.0,1177.0,6.0,223.4615385,324.5229398,6.0,6.0,6.0,0.0,59.04635602,0.514651444,1981161.922,8701276.406,55000000.0,31.0,101000000.0,4041554.32,12200000.0,55000000.0,411.0,101000000.0,4041546.56,12200000.0,55000000.0,528.0,1.0,0.0,0.0,0.0,520.0,520.0,0.257325722,0.257325722,6.0,1177.0,113.245283,250.1431825,62571.61176,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,115.4230769,223.4615385,6.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,5810.0,26.0,156.0,255.0,1452.0,25.0,20.0,558285.6667,10919.81636,570883.0,551515.0,32900000.0,19100000.0,55000000.0,21600000.0,3
1494.0,29.0,1.0,1.0,2.0,6.0,2.0,2.0,2.0,0.0,6.0,6.0,6.0,0.0,275862.069,68965.51724,29.0,0.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,20.0,34482.75862,34482.75862,2.0,6.0,3.333333333,2.309401077,5.333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
8011.0,49.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,122448.9796,40816.32653,49.0,0.0,49.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,20408.16327,20408.16327,0.0,6.0,2.0,3.464101615,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
444.0,69483113.0,20.0,20.0,3734.0,120.0,705.0,6.0,186.7,226.9546906,6.0,6.0,6.0,0.0,55.46671462,0.575679446,1781618.282,8982985.218,55000000.0,33.0,69500000.0,3656979.632,12800000.0,55000000.0,545.0,69500000.0,3656980.316,12800000.0,55000000.0,574.0,1.0,0.0,0.0,0.0,400.0,400.0,0.287839723,0.287839723,6.0,705.0,94.87804878,180.8824473,32718.45976,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,97.25,186.7,6.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3734.0,20.0,120.0,255.0,1452.0,19.0,20.0,567480.0,12679.8388,576446.0,558514.0,33900000.0,29900000.0,55000000.0,12800000.0,3
443.0,62725424.0,324.0,527.0,3383.0,837836.0,356.0,0.0,10.44135802,29.03099048,4290.0,0.0,1589.821632,645.4819893,13411.13294,13.56706652,73794.61647,2021846.068,58900000.0,1.0,62700000.0,194196.3591,3283928.767,59000000.0,49.0,62600000.0,119071.8517,2571760.552,58900000.0,1.0,0.0,0.0,0.0,0.0,6492.0,10552.0,5.165369627,8.401696894,0.0,4290.0,987.3462441,920.3913009,847120.1467,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,988.506463,10.44135802,1589.821632,6492.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,3383.0,527.0,837836.0,8192.0,377.0,323.0,20.0,3720446.0,0.0,3720446.0,3720446.0,58900000.0,0.0,58900000.0,58900000.0,0
1717.0,43.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,139534.8837,46511.62791,43.0,0.0,43.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,23255.81395,23255.81395,0.0,6.0,2.0,3.464101615,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
